trainer/global_step,_step,lr-AdamW/pg4,lr-AdamW/pg1,lr-AdamW/pg2,_runtime,lr-AdamW/pg3,_timestamp,epoch,train/loss_step,val/age_loss,val/medae,val/recon_loss,val/loss,val/mae,val/r2,train/recon_loss,train/age_loss,train/loss_epoch,train/mae,train/r2,train/medae
1082,577,,,,10436.374758378,,1780664973.5758512,18.0,,,,,,,,0.0,0.11632072925567627,0.11632072925567627,19.170074462890625,0.16666877269744873,15.59375
1089,578,1.9937936763085886e-05,9.968968381542943e-05,9.968968381542943e-05,10491.990124783,1.9937936763085886e-05,1780665029.1911988,,,,,,,,,,,,,,
1089,579,1.9937936763085886e-05,9.968968381542943e-05,9.968968381542943e-05,10494.29188342,1.9937936763085886e-05,1780665031.4931424,,,,,,,,,,,,,,
1089,580,1.9937936763085886e-05,9.968968381542943e-05,9.968968381542943e-05,10496.594265934,1.9937936763085886e-05,1780665033.7954044,,,,,,,,,,,,,,
1089,581,1.9937936763085886e-05,9.968968381542943e-05,9.968968381542943e-05,10498.89693526,1.9937936763085886e-05,1780665036.0980344,,,,,,,,,,,,,,
1089,582,,,,10501.200855527,,1780665038.4020903,19.0,0.1098417341709137,,,,,,,,,,,,
1099,583,1.993581373939249e-05,9.967906869696246e-05,9.967906869696246e-05,10584.080810886,1.993581373939249e-05,1780665121.282097,,,,,,,,,,,,,,
1099,584,1.993581373939249e-05,9.967906869696246e-05,9.967906869696246e-05,10586.384679736,1.993581373939249e-05,1780665123.5858061,,,,,,,,,,,,,,
1099,585,1.993581373939249e-05,9.967906869696246e-05,9.967906869696246e-05,10588.686412317,1.993581373939249e-05,1780665125.8875592,,,,,,,,,,,,,,
1099,586,1.993581373939249e-05,9.967906869696246e-05,9.967906869696246e-05,10590.987958187,1.993581373939249e-05,1780665128.189113,,,,,,,,,,,,,,
1099,587,,,,10593.29224998,,1780665130.493519,19.0,0.10177698731422424,,,,,,,,,,,,
1109,588,1.9933655129067606e-05,9.966827564533803e-05,9.966827564533803e-05,10676.181276905,1.9933655129067606e-05,1780665213.382424,,,,,,,,,,,,,,
1109,589,1.9933655129067606e-05,9.966827564533803e-05,9.966827564533803e-05,10678.483972094,1.9933655129067606e-05,1780665215.685131,,,,,,,,,,,,,,
1109,590,1.9933655129067606e-05,9.966827564533803e-05,9.966827564533803e-05,10680.787933548,1.9933655129067606e-05,1780665217.9891512,,,,,,,,,,,,,,
1109,591,1.9933655129067606e-05,9.966827564533803e-05,9.966827564533803e-05,10683.0925457,1.9933655129067606e-05,1780665220.2938535,,,,,,,,,,,,,,
1109,592,,,,10685.394633331,,1780665222.5957808,19.0,0.11559044569730759,,,,,,,,,,,,
1119,593,1.9931460939842616e-05,9.965730469921308e-05,9.965730469921308e-05,10768.27515383,1.9931460939842616e-05,1780665305.4762533,,,,,,,,,,,,,,
1119,594,1.9931460939842616e-05,9.965730469921308e-05,9.965730469921308e-05,10770.580199996,1.9931460939842616e-05,1780665307.7813952,,,,,,,,,,,,,,
1119,595,1.9931460939842616e-05,9.965730469921308e-05,9.965730469921308e-05,10772.881787243,1.9931460939842616e-05,1780665310.083004,,,,,,,,,,,,,,
1119,596,1.9931460939842616e-05,9.965730469921308e-05,9.965730469921308e-05,10775.185563965,1.9931460939842616e-05,1780665312.3867502,,,,,,,,,,,,,,
1119,597,,,,10777.491038873,,1780665314.6921625,19.0,0.10211804509162903,,,,,,,,,,,,
1129,598,1.9929231179576352e-05,9.964615589788175e-05,9.964615589788175e-05,10860.374142529,1.9929231179576352e-05,1780665397.575367,,,,,,,,,,,,,,
1129,599,1.9929231179576352e-05,9.964615589788175e-05,9.964615589788175e-05,10862.675816506,1.9929231179576352e-05,1780665399.8769965,,,,,,,,,,,,,,
1129,600,1.9929231179576352e-05,9.964615589788175e-05,9.964615589788175e-05,10864.980178589,1.9929231179576352e-05,1780665402.1815064,,,,,,,,,,,,,,
1129,601,1.9929231179576352e-05,9.964615589788175e-05,9.964615589788175e-05,10867.28422795,1.9929231179576352e-05,1780665404.4853153,,,,,,,,,,,,,,
1129,602,,,,10869.586988369,,1780665406.7881176,19.0,0.07320299744606018,,,,,,,,,,,,
1139,603,1.9926965856255034e-05,9.963482928127516e-05,9.963482928127516e-05,10952.465123624,1.9926965856255034e-05,1780665489.6662626,,,,,,,,,,,,,,
1139,604,1.9926965856255034e-05,9.963482928127516e-05,9.963482928127516e-05,10954.767386677,1.9926965856255034e-05,1780665491.9686801,,,,,,,,,,,,,,
1139,605,1.9926965856255034e-05,9.963482928127516e-05,9.963482928127516e-05,10957.069100963,1.9926965856255034e-05,1780665494.2702014,,,,,,,,,,,,,,
1139,606,1.9926965856255034e-05,9.963482928127516e-05,9.963482928127516e-05,10959.37009955,1.9926965856255034e-05,1780665496.571188,,,,,,,,,,,,,,
1139,607,,,,10960.957919129,,1780665498.159125,19.0,0.06844382733106613,,,,,,,,,,,,
1139,608,,,,10985.286124722,,1780665522.4873369,19.0,,0.11028923839330673,12.9375,0.0,0.11028923839330673,18.286052703857422,0.17422133684158325,,,,,,
1139,609,,,,10985.759318918,,1780665522.960382,19.0,,,,,,,,0.0,0.11283927410840988,0.11283927410840988,18.641895294189453,0.1893724799156189,14.75
1149,610,1.9924664977992268e-05,9.962332488996133e-05,9.962332488996133e-05,11068.978952108,1.9924664977992268e-05,1780665606.1800454,,,,,,,,,,,,,,
1149,611,1.9924664977992268e-05,9.962332488996133e-05,9.962332488996133e-05,11071.28317389,1.9924664977992268e-05,1780665608.4844053,,,,,,,,,,,,,,
1149,612,1.9924664977992268e-05,9.962332488996133e-05,9.962332488996133e-05,11073.586216506,1.9924664977992268e-05,1780665610.7874868,,,,,,,,,,,,,,
1149,613,1.9924664977992268e-05,9.962332488996133e-05,9.962332488996133e-05,11075.890074769,1.9924664977992268e-05,1780665613.0912457,,,,,,,,,,,,,,
1149,614,,,,11078.195232978,,1780665615.3963745,20.0,0.0979054719209671,,,,,,,,,,,,
1159,615,1.9922328553028994e-05,9.961164276514497e-05,9.961164276514497e-05,11161.079362585,1.9922328553028994e-05,1780665698.2805738,,,,,,,,,,,,,,
1159,616,1.9922328553028994e-05,9.961164276514497e-05,9.961164276514497e-05,11163.379552338,1.9922328553028994e-05,1780665700.5809128,,,,,,,,,,,,,,
1159,617,1.9922328553028994e-05,9.961164276514497e-05,9.961164276514497e-05,11165.68012768,1.9922328553028994e-05,1780665702.8812459,,,,,,,,,,,,,,
1159,618,1.9922328553028994e-05,9.961164276514497e-05,9.961164276514497e-05,11167.982983896,1.9922328553028994e-05,1780665705.184107,,,,,,,,,,,,,,
1159,619,,,,11170.287121399,,1780665707.4882925,20.0,0.11846786737442017,,,,,,,,,,,,
1169,620,1.991995658973348e-05,9.959978294866741e-05,9.959978294866741e-05,11253.1670639,1.991995658973348e-05,1780665790.3683782,,,,,,,,,,,,,,
1169,621,1.991995658973348e-05,9.959978294866741e-05,9.959978294866741e-05,11255.468317957,1.991995658973348e-05,1780665792.6695337,,,,,,,,,,,,,,
1169,622,1.991995658973348e-05,9.959978294866741e-05,9.959978294866741e-05,11257.770580692,1.991995658973348e-05,1780665794.9717603,,,,,,,,,,,,,,
1169,623,1.991995658973348e-05,9.959978294866741e-05,9.959978294866741e-05,11260.074043263,1.991995658973348e-05,1780665797.2751842,,,,,,,,,,,,,,
1169,624,,,,11262.37709248,,1780665799.5783167,20.0,0.11700917780399323,,,,,,,,,,,,
1179,625,1.9917549096601273e-05,9.958774548300636e-05,9.958774548300636e-05,11345.263017473,1.9917549096601273e-05,1780665882.464163,,,,,,,,,,,,,,
1179,626,1.9917549096601273e-05,9.958774548300636e-05,9.958774548300636e-05,11347.566729655,1.9917549096601273e-05,1780665884.7678375,,,,,,,,,,,,,,
1179,627,1.9917549096601273e-05,9.958774548300636e-05,9.958774548300636e-05,11349.871068048,1.9917549096601273e-05,1780665887.0722609,,,,,,,,,,,,,,
1179,628,1.9917549096601273e-05,9.958774548300636e-05,9.958774548300636e-05,11352.171791908,1.9917549096601273e-05,1780665889.3729181,,,,,,,,,,,,,,
1179,629,,,,11354.476025672,,1780665891.6773264,20.0,0.11596633493900299,,,,,,,,,,,,
1189,630,1.9915106082255175e-05,9.957553041127586e-05,9.957553041127586e-05,11437.351815277,1.9915106082255175e-05,1780665974.552952,,,,,,,,,,,,,,
1189,631,1.9915106082255175e-05,9.957553041127586e-05,9.957553041127586e-05,11439.654895488,1.9915106082255175e-05,1780665976.8560224,,,,,,,,,,,,,,
1189,632,1.9915106082255175e-05,9.957553041127586e-05,9.957553041127586e-05,11441.957409216,1.9915106082255175e-05,1780665979.1585288,,,,,,,,,,,,,,
1189,633,1.9915106082255175e-05,9.957553041127586e-05,9.957553041127586e-05,11444.261820529,1.9915106082255175e-05,1780665981.463109,,,,,,,,,,,,,,
1189,634,,,,11446.564076957,,1780665983.765279,20.0,0.13625550270080566,,,,,,,,,,,,
1196,635,,,,11534.66605966,,1780666071.867299,20.0,,0.11001035571098328,13.0,0.0,0.11001035571098328,18.161884307861328,0.15872782468795776,,,,,,
1196,636,,,,11535.190118328,,1780666072.3912594,20.0,,,,,,,,0.0,0.11287841945886612,0.11287841945886612,18.653663635253906,0.18732410669326782,14.8125
1199,637,1.9912627555445213e-05,9.956313777722605e-05,9.956313777722605e-05,11554.012478014,1.9912627555445213e-05,1780666091.2137344,,,,,,,,,,,,,,
1199,638,1.9912627555445213e-05,9.956313777722605e-05,9.956313777722605e-05,11556.315244449,1.9912627555445213e-05,1780666093.5163724,,,,,,,,,,,,,,
1199,639,1.9912627555445213e-05,9.956313777722605e-05,9.956313777722605e-05,11558.615864261,1.9912627555445213e-05,1780666095.8170004,,,,,,,,,,,,,,
1199,640,1.9912627555445213e-05,9.956313777722605e-05,9.956313777722605e-05,11560.919128454,1.9912627555445213e-05,1780666098.1202853,,,,,,,,,,,,,,
1199,641,,,,11563.222309189,,1780666100.4235766,21.0,0.1469767838716507,,,,,,,,,,,,
1209,642,1.9910113525048612e-05,9.955056762524305e-05,9.955056762524305e-05,11646.109147575,1.9910113525048612e-05,1780666183.310269,,,,,,,,,,,,,,
1209,643,1.9910113525048612e-05,9.955056762524305e-05,9.955056762524305e-05,11648.41353591,1.9910113525048612e-05,1780666185.6146667,,,,,,,,,,,,,,
1209,644,1.9910113525048612e-05,9.955056762524305e-05,9.955056762524305e-05,11650.715668949,1.9910113525048612e-05,1780666187.9167979,,,,,,,,,,,,,,
1209,645,1.9910113525048612e-05,9.955056762524305e-05,9.955056762524305e-05,11653.017149966,1.9910113525048612e-05,1780666190.2184696,,,,,,,,,,,,,,
1209,646,,,,11655.319891289,,1780666192.5210774,21.0,0.1014721617102623,,,,,,,,,,,,
1219,647,1.990756400006975e-05,9.953782000034874e-05,9.953782000034874e-05,11738.221970959,1.990756400006975e-05,1780666275.4230998,,,,,,,,,,,,,,
1219,648,1.990756400006975e-05,9.953782000034874e-05,9.953782000034874e-05,11740.523836285,1.990756400006975e-05,1780666277.7249303,,,,,,,,,,,,,,
1219,649,1.990756400006975e-05,9.953782000034874e-05,9.953782000034874e-05,11742.829346329,1.990756400006975e-05,1780666280.0304892,,,,,,,,,,,,,,
1219,650,1.990756400006975e-05,9.953782000034874e-05,9.953782000034874e-05,11745.132668546,1.990756400006975e-05,1780666282.333895,,,,,,,,,,,,,,
1219,651,,,,11747.437039653,,1780666284.6382666,21.0,0.11815842986106873,,,,,,,,,,,,
1229,652,1.9904978989640146e-05,9.952489494820072e-05,9.952489494820072e-05,11830.308109506,1.9904978989640146e-05,1780666367.5091822,,,,,,,,,,,,,,
1229,653,1.9904978989640146e-05,9.952489494820072e-05,9.952489494820072e-05,11832.610792834,1.9904978989640146e-05,1780666369.8119173,,,,,,,,,,,,,,
1229,654,1.9904978989640146e-05,9.952489494820072e-05,9.952489494820072e-05,11834.91206047,1.9904978989640146e-05,1780666372.1132884,,,,,,,,,,,,,,
1229,655,1.9904978989640146e-05,9.952489494820072e-05,9.952489494820072e-05,11837.215333174,1.9904978989640146e-05,1780666374.416497,,,,,,,,,,,,,,
1229,656,,,,11839.520114699,,1780666376.7214262,21.0,0.07221579551696777,,,,,,,,,,,,
1239,657,1.9902358503018403e-05,9.951179251509202e-05,9.951179251509202e-05,11922.393998391,1.9902358503018403e-05,1780666459.5951176,,,,,,,,,,,,,,
1239,658,1.9902358503018403e-05,9.951179251509202e-05,9.951179251509202e-05,11924.6959708,1.9902358503018403e-05,1780666461.897178,,,,,,,,,,,,,,
1239,659,1.9902358503018403e-05,9.951179251509202e-05,9.951179251509202e-05,11926.999057116,1.9902358503018403e-05,1780666464.2002382,,,,,,,,,,,,,,
1239,660,1.9902358503018403e-05,9.951179251509202e-05,9.951179251509202e-05,11929.302107446,1.9902358503018403e-05,1780666466.503345,,,,,,,,,,,,,,
1239,661,,,,11931.606833718,,1780666468.8079295,21.0,0.10841958224773407,,,,,,,,,,,,
1249,662,1.98997025495902e-05,9.949851274795099e-05,9.949851274795099e-05,12014.481113121,1.98997025495902e-05,1780666551.6823986,,,,,,,,,,,,,,
1249,663,1.98997025495902e-05,9.949851274795099e-05,9.949851274795099e-05,12016.784534164,1.98997025495902e-05,1780666553.9856322,,,,,,,,,,,,,,
1249,664,1.98997025495902e-05,9.949851274795099e-05,9.949851274795099e-05,12019.086592184,1.98997025495902e-05,1780666556.2878766,,,,,,,,,,,,,,
1249,665,1.98997025495902e-05,9.949851274795099e-05,9.949851274795099e-05,12021.388626206,1.98997025495902e-05,1780666558.589825,,,,,,,,,,,,,,
1249,666,,,,12023.691469807,,1780666560.8927896,21.0,0.09102636575698853,,,,,,,,,,,,
1253,667,,,,12084.143280286,,1780666621.3444886,21.0,,0.1114073246717453,12.625,0.0,0.1114073246717453,18.415054321289062,0.1369469165802002,,,,,,
1253,668,,,,12084.377579424,,1780666621.5787003,21.0,,,,,,,,0.0,0.11100834608078003,0.11100834608078003,18.38178253173828,0.2051304578781128,14.375
1259,669,1.9897011138868236e-05,9.948505569434116e-05,9.948505569434116e-05,12130.742089175,1.9897011138868236e-05,1780666667.943126,,,,,,,,,,,,,,
1259,670,1.9897011138868236e-05,9.948505569434116e-05,9.948505569434116e-05,12133.043099332,1.9897011138868236e-05,1780666670.244391,,,,,,,,,,,,,,
1259,671,1.9897011138868236e-05,9.948505569434116e-05,9.948505569434116e-05,12135.344885585,1.9897011138868236e-05,1780666672.5460944,,,,,,,,,,,,,,
1259,672,1.9897011138868236e-05,9.948505569434116e-05,9.948505569434116e-05,12137.647945967,1.9897011138868236e-05,1780666674.8490326,,,,,,,,,,,,,,
1259,673,,,,12139.951230895,,1780666677.1524649,22.0,0.1229509711265564,,,,,,,,,,,,
1269,674,1.9894284280492202e-05,9.9471421402461e-05,9.9471421402461e-05,12222.84354332,1.9894284280492202e-05,1780666760.0446596,,,,,,,,,,,,,,
1269,675,1.9894284280492202e-05,9.9471421402461e-05,9.9471421402461e-05,12225.145340295,1.9894284280492202e-05,1780666762.3466353,,,,,,,,,,,,,,
1269,676,1.9894284280492202e-05,9.9471421402461e-05,9.9471421402461e-05,12227.446914294,1.9894284280492202e-05,1780666764.6481173,,,,,,,,,,,,,,
1269,677,1.9894284280492202e-05,9.9471421402461e-05,9.9471421402461e-05,12229.750657718,1.9894284280492202e-05,1780666766.951874,,,,,,,,,,,,,,
1269,678,,,,12232.059205784,,1780666769.2603514,22.0,0.13953562080860138,,,,,,,,,,,,
1279,679,1.9891521984228766e-05,9.945760992114383e-05,9.945760992114383e-05,12314.932444913,1.9891521984228766e-05,1780666852.1336715,,,,,,,,,,,,,,
1279,680,1.9891521984228766e-05,9.945760992114383e-05,9.945760992114383e-05,12317.235627639,1.9891521984228766e-05,1780666854.436758,,,,,,,,,,,,,,
1279,681,1.9891521984228766e-05,9.945760992114383e-05,9.945760992114383e-05,12319.535553171,1.9891521984228766e-05,1780666856.7368314,,,,,,,,,,,,,,
1279,682,1.9891521984228766e-05,9.945760992114383e-05,9.945760992114383e-05,12321.838313239,1.9891521984228766e-05,1780666859.0394433,,,,,,,,,,,,,,
1279,683,,,,12324.143003793,,1780666861.3442872,22.0,0.12050256133079529,,,,,,,,,,,,
1289,684,1.988872425997151e-05,9.944362129985754e-05,9.944362129985754e-05,12407.020663908,1.988872425997151e-05,1780666944.2217956,,,,,,,,,,,,,,
1289,685,1.988872425997151e-05,9.944362129985754e-05,9.944362129985754e-05,12409.323897026,1.988872425997151e-05,1780666946.5251658,,,,,,,,,,,,,,
1289,686,1.988872425997151e-05,9.944362129985754e-05,9.944362129985754e-05,12411.625721902,1.988872425997151e-05,1780666948.8268626,,,,,,,,,,,,,,
1289,687,1.988872425997151e-05,9.944362129985754e-05,9.944362129985754e-05,12413.926476537,1.988872425997151e-05,1780666951.1277595,,,,,,,,,,,,,,
1289,688,,,,12416.231458234,,1780666953.4326339,22.0,0.10190898925065994,,,,,,,,,,,,
1299,689,1.9885891117740908e-05,9.942945558870454e-05,9.942945558870454e-05,12499.105450146,1.9885891117740908e-05,1780667036.3066921,,,,,,,,,,,,,,
1299,690,1.9885891117740908e-05,9.942945558870454e-05,9.942945558870454e-05,12501.407297904,1.9885891117740908e-05,1780667038.6084273,,,,,,,,,,,,,,
1299,691,1.9885891117740908e-05,9.942945558870454e-05,9.942945558870454e-05,12503.707910953,1.9885891117740908e-05,1780667040.909235,,,,,,,,,,,,,,
1299,692,1.9885891117740908e-05,9.942945558870454e-05,9.942945558870454e-05,12506.00940733,1.9885891117740908e-05,1780667043.210574,,,,,,,,,,,,,,
1299,693,,,,12508.31322387,,1780667045.5143893,22.0,0.08573418110609055,,,,,,,,,,,,
1309,694,1.9883022567684293e-05,9.941511283842146e-05,9.941511283842146e-05,12591.181414713,1.9883022567684293e-05,1780667128.3826318,,,,,,,,,,,,,,
1309,695,1.9883022567684293e-05,9.941511283842146e-05,9.941511283842146e-05,12593.483454017,1.9883022567684293e-05,1780667130.6847425,,,,,,,,,,,,,,
1309,696,1.9883022567684293e-05,9.941511283842146e-05,9.941511283842146e-05,12595.781708822,1.9883022567684293e-05,1780667132.9830477,,,,,,,,,,,,,,
1309,697,1.9883022567684293e-05,9.941511283842146e-05,9.941511283842146e-05,12598.083509025,1.9883022567684293e-05,1780667135.2848089,,,,,,,,,,,,,,
1309,698,,,,12600.385000612,,1780667137.5862758,22.0,0.13781112432479858,,,,,,,,,,,,
1310,699,,,,12633.168501644,,1780667170.3697495,22.0,,0.10536544024944305,12.506118774414062,0.0,0.10536544024944305,17.551979064941406,0.2356528639793396,,,,,,
1310,700,,,,12633.671472244,,1780667170.8726187,22.0,,,,,,,,0.0,0.10958976298570633,0.10958976298570633,18.16211700439453,0.21478188037872314,14.02303695678711
1319,701,1.9880118620075814e-05,9.940059310037908e-05,9.940059310037908e-05,12707.76679225,1.9880118620075814e-05,1780667244.96795,,,,,,,,,,,,,,
1319,702,1.9880118620075814e-05,9.940059310037908e-05,9.940059310037908e-05,12710.068554046,1.9880118620075814e-05,1780667247.2697327,,,,,,,,,,,,,,
1319,703,1.9880118620075814e-05,9.940059310037908e-05,9.940059310037908e-05,12712.373089737,1.9880118620075814e-05,1780667249.574229,,,,,,,,,,,,,,
1319,704,1.9880118620075814e-05,9.940059310037908e-05,9.940059310037908e-05,12714.674851871,1.9880118620075814e-05,1780667251.8761122,,,,,,,,,,,,,,
1319,705,,,,12716.978821739,,1780667254.1799667,23.0,0.13926416635513306,,,,,,,,,,,,
1329,706,1.9877179285316403e-05,9.938589642658201e-05,9.938589642658201e-05,12799.858167895,1.9877179285316403e-05,1780667337.0593524,,,,,,,,,,,,,,
1329,707,1.9877179285316403e-05,9.938589642658201e-05,9.938589642658201e-05,12802.159591981,1.9877179285316403e-05,1780667339.360742,,,,,,,,,,,,,,
1329,708,1.9877179285316403e-05,9.938589642658201e-05,9.938589642658201e-05,12804.46300445,1.9877179285316403e-05,1780667341.6643257,,,,,,,,,,,,,,
1329,709,1.9877179285316403e-05,9.938589642658201e-05,9.938589642658201e-05,12806.766752493,1.9877179285316403e-05,1780667343.9679043,,,,,,,,,,,,,,
1329,710,,,,12809.071574332,,1780667346.272671,23.0,0.12214870750904083,,,,,,,,,,,,
1339,711,1.9874204573933734e-05,9.937102286966866e-05,9.937102286966866e-05,12891.946454846,1.9874204573933734e-05,1780667429.147611,,,,,,,,,,,,,,
1339,712,1.9874204573933734e-05,9.937102286966866e-05,9.937102286966866e-05,12894.250273696,1.9874204573933734e-05,1780667431.4515762,,,,,,,,,,,,,,
1339,713,1.9874204573933734e-05,9.937102286966866e-05,9.937102286966866e-05,12896.551403388,1.9874204573933734e-05,1780667433.7525878,,,,,,,,,,,,,,
1339,714,1.9874204573933734e-05,9.937102286966866e-05,9.937102286966866e-05,12898.852271976,1.9874204573933734e-05,1780667436.0534482,,,,,,,,,,,,,,
1339,715,,,,12901.152635993,,1780667438.3538027,23.0,0.13306361436843872,,,,,,,,,,,,
1349,716,1.987119449658219e-05,9.935597248291096e-05,9.935597248291096e-05,12984.028594644,1.987119449658219e-05,1780667521.2298982,,,,,,,,,,,,,,
1349,717,1.987119449658219e-05,9.935597248291096e-05,9.935597248291096e-05,12986.330729931,1.987119449658219e-05,1780667523.5318618,,,,,,,,,,,,,,
1349,718,1.987119449658219e-05,9.935597248291096e-05,9.935597248291096e-05,12988.630046943,1.987119449658219e-05,1780667525.8311472,,,,,,,,,,,,,,
1349,719,1.987119449658219e-05,9.935597248291096e-05,9.935597248291096e-05,12990.929371597,1.987119449658219e-05,1780667528.1305566,,,,,,,,,,,,,,
1349,720,,,,12993.232167145,,1780667530.433531,23.0,0.11703690141439438,,,,,,,,,,,,
1359,721,1.986814906404282e-05,9.93407453202141e-05,9.93407453202141e-05,13076.116187708,1.986814906404282e-05,1780667613.317332,,,,,,,,,,,,,,
1359,722,1.986814906404282e-05,9.93407453202141e-05,9.93407453202141e-05,13078.417576361,1.986814906404282e-05,1780667615.6187174,,,,,,,,,,,,,,
1359,723,1.986814906404282e-05,9.93407453202141e-05,9.93407453202141e-05,13080.719885219,1.986814906404282e-05,1780667617.9210727,,,,,,,,,,,,,,
1359,724,1.986814906404282e-05,9.93407453202141e-05,9.93407453202141e-05,13083.022225393,1.986814906404282e-05,1780667620.2235687,,,,,,,,,,,,,,
1359,725,,,,13085.326391826,,1780667622.5275354,23.0,0.0940072238445282,,,,,,,,,,,,
1367,726,,,,13182.550539235,,1780667719.7515602,23.0,,0.10603130608797073,12.395088195800781,0.0,0.10603130608797073,17.589080810546875,0.22052747011184692,,,,,,
1367,727,,,,13183.060690316,,1780667720.2620327,23.0,,,,,,,,0.0,0.1090056449174881,0.1090056449174881,18.066944122314453,0.21485912799835205,13.625
1369,728,1.986506828722331e-05,9.932534143611654e-05,9.932534143611654e-05,13192.624334726,1.986506828722331e-05,1780667729.8254077,,,,,,,,,,,,,,
1369,729,1.986506828722331e-05,9.932534143611654e-05,9.932534143611654e-05,13194.92663801,1.986506828722331e-05,1780667732.1278725,,,,,,,,,,,,,,
1369,730,1.986506828722331e-05,9.932534143611654e-05,9.932534143611654e-05,13197.22945023,1.986506828722331e-05,1780667734.430588,,,,,,,,,,,,,,
1369,731,1.986506828722331e-05,9.932534143611654e-05,9.932534143611654e-05,13199.530116368,1.986506828722331e-05,1780667736.7313173,,,,,,,,,,,,,,
1369,732,,,,13201.832681634,,1780667739.0338836,24.0,0.09220496565103531,,,,,,,,,,,,
1379,733,1.9861952177157926e-05,9.930976088578963e-05,9.930976088578963e-05,13284.717252952,1.9861952177157926e-05,1780667821.9184897,,,,,,,,,,,,,,
1379,734,1.9861952177157926e-05,9.930976088578963e-05,9.930976088578963e-05,13287.018774712,1.9861952177157926e-05,1780667824.219976,,,,,,,,,,,,,,
1379,735,1.9861952177157926e-05,9.930976088578963e-05,9.930976088578963e-05,13289.32459342,1.9861952177157926e-05,1780667826.5257292,,,,,,,,,,,,,,
1379,736,1.9861952177157926e-05,9.930976088578963e-05,9.930976088578963e-05,13291.626870545,1.9861952177157926e-05,1780667828.828128,,,,,,,,,,,,,,
1379,737,,,,13293.930645205,,1780667831.1319983,24.0,0.07703685015439987,,,,,,,,,,,,
1389,738,1.985880074500749e-05,9.929400372503745e-05,9.929400372503745e-05,13376.794825419,1.985880074500749e-05,1780667913.9959025,,,,,,,,,,,,,,
1389,739,1.985880074500749e-05,9.929400372503745e-05,9.929400372503745e-05,13379.098244377,1.985880074500749e-05,1780667916.2994657,,,,,,,,,,,,,,
1389,740,1.985880074500749e-05,9.929400372503745e-05,9.929400372503745e-05,13381.400902079,1.985880074500749e-05,1780667918.6021302,,,,,,,,,,,,,,
1389,741,1.985880074500749e-05,9.929400372503745e-05,9.929400372503745e-05,13383.703290455,1.985880074500749e-05,1780667920.9046113,,,,,,,,,,,,,,
1389,742,,,,13386.008034307,,1780667923.2092383,24.0,0.09425084292888641,,,,,,,,,,,,
1399,743,1.9855614002059346e-05,9.927807001029672e-05,9.927807001029672e-05,13468.873812543,1.9855614002059346e-05,1780668006.074981,,,,,,,,,,,,,,
1399,744,1.9855614002059346e-05,9.927807001029672e-05,9.927807001029672e-05,13471.174584491,1.9855614002059346e-05,1780668008.3758264,,,,,,,,,,,,,,
1399,745,1.9855614002059346e-05,9.927807001029672e-05,9.927807001029672e-05,13473.475237148,1.9855614002059346e-05,1780668010.6765742,,,,,,,,,,,,,,
1399,746,1.9855614002059346e-05,9.927807001029672e-05,9.927807001029672e-05,13475.776887496,1.9855614002059346e-05,1780668012.978099,,,,,,,,,,,,,,
1399,747,,,,13478.07914638,,1780668015.2802527,24.0,0.08847586065530777,,,,,,,,,,,,
1409,748,1.985239195972729e-05,9.926195979863647e-05,9.926195979863647e-05,13560.954847091,1.985239195972729e-05,1780668098.1560636,,,,,,,,,,,,,,
1409,749,1.985239195972729e-05,9.926195979863647e-05,9.926195979863647e-05,13563.258749564,1.985239195972729e-05,1780668100.4601128,,,,,,,,,,,,,,
1409,750,1.985239195972729e-05,9.926195979863647e-05,9.926195979863647e-05,13565.559193807,1.985239195972729e-05,1780668102.7603886,,,,,,,,,,,,,,
1409,751,1.985239195972729e-05,9.926195979863647e-05,9.926195979863647e-05,13567.860330593,1.985239195972729e-05,1780668105.061509,,,,,,,,,,,,,,
1409,752,,,,13570.163877206,,1780668107.365081,24.0,0.09785706549882889,,,,,,,,,,,,
1419,753,1.9849134629551562e-05,9.92456731477578e-05,9.92456731477578e-05,13653.041245578,1.9849134629551562e-05,1780668190.2426007,,,,,,,,,,,,,,
1419,754,1.9849134629551562e-05,9.92456731477578e-05,9.92456731477578e-05,13655.34352741,1.9849134629551562e-05,1780668192.544688,,,,,,,,,,,,,,
1419,755,1.9849134629551562e-05,9.92456731477578e-05,9.92456731477578e-05,13657.644591897,1.9849134629551562e-05,1780668194.8457232,,,,,,,,,,,,,,
1419,756,1.9849134629551562e-05,9.92456731477578e-05,9.92456731477578e-05,13659.946646284,1.9849134629551562e-05,1780668197.147838,,,,,,,,,,,,,,
1419,757,,,,13662.249456208,,1780668199.450598,24.0,0.07030018419027328,,,,,,,,,,,,
1424,758,,,,13731.893925497,,1780668269.0951078,24.0,,0.10573061555624008,12.486160278320312,0.0,0.10573061555624008,17.520998001098633,0.20274382829666138,,,,,,
1424,759,,,,13732.419823942,,1780668269.6209502,24.0,,,,,,,,0.0,0.10944938659667969,0.10944938659667969,18.132949829101562,0.217401921749115,14.0625
1429,760,1.984584202319879e-05,9.922921011599395e-05,9.922921011599395e-05,13769.566116087,1.984584202319879e-05,1780668306.7671857,,,,,,,,,,,,,,
1429,761,1.984584202319879e-05,9.922921011599395e-05,9.922921011599395e-05,13771.868004968,1.984584202319879e-05,1780668309.069196,,,,,,,,,,,,,,
